"id","slug","name","headline","description","avatar_url","website_url","status","platform","doi","start_date","end_date","created_at","updated_at"
"437","rnr-exm","Robust Non-rigid Registration Challenge for Expansion Microscopy","Xray projectomic reconstruction with skeleton segmentation","Despite the wide adoption of ExM, there are few public benchmarks to evaluate the registration pipeline, which limits the development of robust methods for real-world deployment. To address this issue, we have launched RnR-ExM, a challenge that releases 24 pairs of 3D image volumes from three different species. Participants are asked to align these pairs and submit dense deformation fields for assessment. Half of the volume pairs (the validation and test set) have annotated cell structures (nuclei, blood vessels) as registration landmarks.","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/720/RnR-ExM_Logo.png","https://rnr-exm.grand-challenge.org/","active","5","","2023-02-17","2028-03-16","2023-11-08 00:42:00","2023-11-16 17:39:32"
"438","xpress","Xray Projectomic Reconstruction Extracting Segment with Skeleton","Automated lesion segmentation in PET/CT - domain generalization","In this task, we provide volumetric XNH images of cortical white matter axons from the mouse brain at 100 nm per voxel isotropic resolution. Additionally, we provide ground truth annotations for axon trajectories. Manual voxel-wise annotation of ground truth is a time-consuming bottleneck for training segmentation networks. On the other hand, skeleton-based ground truth is much faster to annotate, and sufficient to determine connectivity. Therefore, we encourage participants to develop methods to leverage skeleton-based training. To this end, we provide two types of training (validation) sets: a small volume of voxel-wise annotations and a larger volume with skeleton-based annotations. The participants will have the flexibility to use either or both of the provided annotations to train their models, and are challenged to submit an accurate voxel-wise prediction on the test volume. Entries will be evaluated on how accurately the submitted segmentations agree with the ground-truth s...","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/721/XPRESS_logo_sq2-01.png","https://xpress.grand-challenge.org/","active","5","","2023-02-06","\N","2023-11-08 00:42:00","2023-11-16 17:39:34"
"439","autopet-ii","autoPET-II","Automated lesion segmentation in PET/CT - domain generalization challenge","Positron Emission Tomography / Computed Tomography (PET/CT) is an integral part of the diagnostic workup for various malignant solid tumor entities. Due to its wide applicability, Fluorodeoxyglucose (FDG) is the most widely used PET tracer in an oncological setting reflecting glucose consumption of tissues, e.g. typically increased glucose consumption of tumor lesions.  As part of the clinical routine analysis, PET/CT is mostly analyzed in a qualitative way by experienced medical imaging experts. Additional quantitative evaluation of PET information would potentially allow for more precise and individualized diagnostic decisions. A crucial initial processing step for quantitative PET/CT analysis is segmentation of tumor lesions enabling accurate feature extraction, tumor characterization, oncologic staging and image-based therapy response assessment. Manual lesion segmentation is however associated with enormous effort and cost and is thus infeasible in clinical routine. Automatio...","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/722/autopet-5.png","https://autopet-ii.grand-challenge.org/","completed","5","","2023-02-28","2023-09-24","2023-11-08 00:42:00","2023-11-15 21:45:49"
"440","toothfairy","ToothFairy: Cone-Beam Computed Tomography Segmentation Challenge","Toothfairy challenge: inferior alveolar canal segmentation","This is the first edition of the ToothFairy challenge organized by the University of Modena and Reggio Emilia with the collaboration of Raudboud University. This challenge aims at pushing the development of deep learning frameworks to segment the Inferior Alveolar Canal (IAC) by incrementally extending the amount of publicly available 3D-annotated Cone Beam Computed Tomography (CBCT) scans. CBCT modality is becoming increasingly important for treatment planning and diagnosis in implant dentistry and maxillofacial surgery. The three-dimensional information acquired with CBCT can be crucial to plan a vast number of surgical interventions with the aim of preserving noble anatomical structures such as the Inferior Alveolar Canal (IAC), which contains the homonymous nerve (Inferior Alveolar Nerve, IAN). Deep learning models can support medical personnel in surgical planning procedures by providing a voxel-level segmentation of the IAN automatically extracted from CBCT scans.","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/723/logo.jpg","https://toothfairy.grand-challenge.org/","active","5","","2023-06-30","\N","2023-11-08 00:42:00","2023-11-17 23:33:47"
"441","spider","SPIDER","Lumbar SPIDER challenge: MRI segmentation of spinal structures","The Lumbar SPIDER Challenge focuses on the segmentation of three anatomical structures in lumbar spine MRI: vertebrae, intervertebral discs (IVDs), and spinal canal. The segmentation task requires participants to produce separate masks for each vertebra, IVD, and the spinal canal in the lumbar spine MRI volume. The numbering of the vertebrae and IVDs is not specific and may vary across different cases.","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/724/SPIDER_logo_square_jsl2NDu.png","https://spider.grand-challenge.org/","active","5","","2023-07-26","2024-04-30","2023-11-08 00:42:00","2023-11-17 23:34:08"
"442","lnq2023","LNQ2023","3D lymph node segmentation for comprehensive disease evaluation","Accurate lymph node size estimation is critical for staging cancer patients, initial therapeutic management, and in longitudinal scans, assessing response to therapy. Current standard practice for quantifying lymph node size is based on a variety of criteria that use unidirectional or bidirectional measurements on just one or a few nodes, typically on just one axial slice. But humans have hundreds of lymph nodes, any number of which may be enlarged to various degrees due to disease or immune response. While a normal lymph node may be approximately 5mm in diameter, a diseased lymph node may be several cm in diameter. The mediastinum, the anatomical area between the lungs and around the heart, may contain ten or more lymph nodes, often with three or more enlarged greater than 1cm. Accurate segmentation in 3D would provide more information to evaluate lymph node disease.","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/725/LNQ-square.png","https://lnq2023.grand-challenge.org/","completed","5","","2023-05-01","2023-09-30","2023-11-08 00:42:00","2023-11-17 23:34:13"
"443","arcade","ARCADE-MICCAI2023","ARCADE 2023: automatic region-based coronary artery disease diagnostics","Coronary artery disease (CAD) is a condition that affects blood supply of heart, due to buildup of atherosclerotic plaque in the coronary arteries. CAD is one of the leading death causes around the world. The most common diagnosis procedure for CAD is coronary angiography, which uses contrast material and X-rays for observation of lesions in arteries, this type of procedure showing blood flow in coronary arteries in real time what allows precise detection of stenosis and control of intraventricular interventions and stent insertions. Coronary angiography is useful diagnostic method for planning necessary revascularization procedures based on calculated occlusion and affected segment of coronary arteries. The development of automated analytical tool for lesion detection and localization is a promising strategy for increasing effectiveness of detection and treatment strategies for CAD.","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/726/aRCADE__1.jpg","https://arcade.grand-challenge.org/","completed","5","","2023-06-07","2023-09-20","2023-11-08 00:42:00","2023-11-15 21:45:02"
"444","ultrasoundenhance2023","Ultrasound Image Enhancement challenge 2023","Ultrasound image enhancement challenge 2023","Ultrasound imaging is commonly used for aiding disease diagnosis and treatment, with advantages in noninvasive. Lately, medical ultrasound shows prospects revolving from expensive big-size machines in hospitals to economical hand-held devices in wider use. The barrier is that ultrasound examination with a handheld device has the drawback of low imaging quality due to hardware limitations. Toward this, ultrasound image enhancement provides a potential low-cost solution. Restoring high-quality images from low-quality ones using computer algorithms would exempt requirements for hardware improvements and promote ultrasound device revolutions and wider applications.  We propose to hold the challenge of enhancement for ultrasound images in conjunction with MICCAI 2023. We will provide various ultrasound data of five organs, including the thyroid, carotid artery, liver, breast, and kidney. The challenging task is reconstructing high-quality ultrasound images from low-quality ones. A tota...","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/727/logo.png","https://ultrasoundenhance2023.grand-challenge.org/","completed","5","","2023-07-10","2023-08-31","2023-11-08 00:42:00","2023-11-15 21:44:45"
"445","multicenteraorta","SEG.A. - Segmentation of the Aorta","Aortic vessel tree segmentation challenge in CT images","Segmentation, modeling and visualization of the arterial tree are still a challenge in medical image analysis. The main track of this challenge deals with the fully automatic segmentation of the aortic vessel tree in computed tomography images. Optionally, teams can submit tailored solutions for meshing and visualization of the vessel tree.","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/729/logo_final_miccai.jpg","https://multicenteraorta.grand-challenge.org/","completed","5","https://arxiv.org/abs/2108.02998","2023-06-15","2023-08-15","2023-11-08 00:42:00","2023-11-17 23:34:24"
"446","sppin","Surgical Planning in Pediatric Neuroblastoma","Pediatric neuroblastoma surgical planning challenge","Neuroblastoma: Neuroblastoma is one of the most common cancers in children, accounting for 15% of pediatric cancer related deaths. This tumor originates from the symphatic nervous system, and is often located in the abdomen. Treatment of neuroblastoma includes surgical resection of the tumor, but complete resection of the tumor is often challenging.  Surgical planning in Neuroblastoma: Surgical procedures can be complicated due to the neuroblastoma often being in proximity or even encasing organs and vessels in the affected area. These structures can include abdominal organs such as kidneys, liver, pancreas and spleen or big abdominal vessels such as the aorta and renal veins. During surgical planning it is essential to have a clear understanding of the neuroblastoma in relation to the relevant anatomy. Currently, magnetic resonance imaging (MRI) is used as pre-operative imaging. Studying 3D models of the tumor and relevant structures guides surgeons in the pre-operative understan...","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/730/SPINN_Logo_SB_2023_03_11-09_TnwZJgK.png","https://sppin.grand-challenge.org/","completed","5","","2023-08-10","2023-09-01","2023-11-08 00:42:00","2023-11-11 01:52:06"
"447","medfm2023","Foundation Model Prompting for Medical Image Classification","Model adaptation for medical image classification challenge","In the past few years, deep learning foundation models have been trendy, especially in computer vision and natural language processing. As a result, many milestone works have been proposed, such as Vision Transformers (ViT), Generative Pretrained Transformer (GPT), and Contrastive Language-Image Pretraining (CLIP). They aim to solve many downstream tasks by utilizing the robust representation learning and generalization abilities of foundation models.","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/731/logo640.png","https://medfm2023.grand-challenge.org/","active","5","","2023-07-14","2033-10-15","2023-11-08 00:42:00","2023-11-16 17:39:48"
"448","dentex","DENTEX - MICCAI23","Dental enumeration and diagnosis on panoramic x-rays","Panoramic X-rays are widely used in dental practice to provide a comprehensive view of the oral cavity and aid in treatment planning for various dental conditions. However, interpreting these images can be a time-consuming process that can distract clinicians from essential clinical activities. Moreover, misdiagnosis is a significant concern, as general practitioners may lack specialized training in radiology, and communication errors can occur due to work exhaustion.","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/732/logo_diseased.png","https://dentex.grand-challenge.org/","completed","5","https://arxiv.org/abs/2303.06500","2023-04-30","2023-09-01","2023-11-08 00:42:00","2023-11-16 17:39:45"
"449","segrap2023","SegRap 2023","Multi-modal CT image segmentation challenge with 45 OARs","Radiotherapy is one of the most important cancer treatments for killing cancer cells with external beam radiation. Treatment planning is vital for radiotherapy, which sets up the radiation dose distribution for tumors and ordinary organs. The goal of planning is to ensure the cancer cells receive enough radiation and to prevent normal cells in organs-at-risk (OARs) from being damaged too much. For instance, optical nerves and chiasma in the head cannot receive too much radiation. Otherwise, the patient risks losing his/her vision. Gross Target Volume (GTV) is the position and extent of gross tumor imaged by CT scans, i.e., what can be seen. A critical step in radiation treatment planning is to delineate the boundaries of GTV and tens of OARs. However, manual delineation slice-by-slice in CT scans is tedious and time-consuming for radiation oncologists. Automatic delineation of GTV and OARs would substantially reduce the treatment planning time and therefore improve the efficiency ...","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/734/segrap-logo_cLCSrpZ.png","https://segrap2023.grand-challenge.org/","completed","5","","2023-07-09","2023-09-13","2023-11-08 00:42:00","2023-11-16 17:39:47"
"450","ldctiqac2023","Low-dose Computed Tomography Perceptual Image Quality Assessment","Low-dose CT perceptual image quality assessment challenge","Image quality assessment (IQA) is extremely important in computed tomography (CT) imaging, since it facilitates the optimization of radiation dose and the development of novel algorithms in medical imaging, such as restoration. In addition, since an excessive dose of radiation can cause harmful effects in patients, generating high-quality images from low-dose images is a popular topic in the medical domain. However, even though peak signal-to-noise ratio (PSNR) and structural similarity index measure (SSIM) are the most widely used evaluation metrics for these algorithms, their correlation with radiologists’ opinion of the image quality has been proven to be insufficient in previous studies, since they calculate the image score based on numeric pixel values (1-3). In addition, the need for pristine reference images to calculate these metrics makes them ineffective in real clinical environments, considering that pristine, high-quality images are often impossible to obtain due to th...","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/735/IQA_logo_3io1BcW.png","https://ldctiqac2023.grand-challenge.org/","completed","5","","2023-04-19","2023-07-28","2023-11-08 00:42:00","2023-11-16 17:39:58"
"451","cl-detection2023","CL-Detection 2023","Cephalometric landmark detection in lateral x-ray images","We invite you to participate in the CL-Detection 2023 cephalometric landmark detection challenge, which is held with 2023 MICCAI conference.  Prof Wang is also hosting another challenge in MICCAI 2023. If you are seeking more publication opportunities, feel free to check the challenge website (Automated prediction of treatment effectiveness in ovarian cancer using histopathological images)","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/737/logo.png","https://cl-detection2023.grand-challenge.org/","completed","5","https://doi.org/10.1109/tmi.2015.2412951","2023-05-31","2023-08-15","2023-11-08 00:42:00","2023-11-16 17:39:52"
"452","surgtoolloc23","Endoscopic surgical tool localization using tool presence labels","Endoscopic surgical tool localization challenge","The ability to automatically detect and track surgical instruments in endoscopic video will enable many transformational interventions. Assessing surgical performance and efficiency, identifying skilled tool use and choreography, and planning operational and logistical aspects of OR resources are just some of the applications that would benefit. The annotations needed to train machine learning models to robustly identify and localize surgical tools, however, are difficult to obtain. Annotating bounding boxes frame-by-frame in video is tedious and time consuming, yet a wide variety of surgical tools and surgeries must be captured for robust training. Moreover, ongoing annotator training is needed to stay up to date with surgical instrument innovation. In robot-assisted surgery, potentially informative data like timestamps of instrument installation and removal, can be programmatically harvested. The ability to use only tool presence labels to localize tools would significantly redu...","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/738/grand-challenge_logo_2023.png","https://surgtoolloc23.grand-challenge.org/","completed","5","","2023-06-29","2023-09-20","2023-11-08 00:42:00","2023-11-16 17:39:53"
"453","ocelot2023","OCELOT 2023: Cell Detection from Cell-Tissue Interaction","Cell detection from cell-tissue interaction","Cell detection in histology images is one of the most important tasks in computational pathology. Recently, the OCELOT dataset was released in [1] which provides overlapping cell and tissue annotations on images acquired from multiple organs stained with H&E. [1] showed that understanding the relationship between the surrounding tissue structures and individual cells can boost cell detection performance.","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/739/gc_loco_XeBK92j.png","https://ocelot2023.grand-challenge.org/","completed","5","https://arxiv.org/abs/2303.13110","2023-06-04","2023-08-04","2023-11-08 00:42:00","2023-11-16 17:39:56"
"454","thompson-challenge","The Trauma THOMPSON Challenge","Trauma thompson challenge: trauma image analysis","The primary goal of The Trauma THOMPSON Challenge is to find the best algorithms for automatic action recognition and prediction using computer vision from first-person view in the medical domain (refer to egocentric datasets of medical procedures). We offer the first egocentric view dataset of life-saving intervention (LSI) procedures with detailed annotations by medical professionals. We have collected over 200 procedure videos with environment, simulator, and type variability. Based on this dataset, the challenge we propose involves multiple tasks to encourage participants across the globe to design impactful algorithms with applications to medicine. The envisioned algorithms include action recognition, action anticipation, procedure recognition, and visual question answering (VQA).","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/742/ttlog_black_-_Copy.png","https://thompson-challenge.grand-challenge.org/","active","5","","2023-09-01","\N","2023-11-08 00:42:00","2023-11-16 17:39:57"
"455","bonbid-hie2023","Hypoxic Ischemic Encephalopathy Lesion Segmentation Challenge","Hypoxic ischemic encephalopathy lesion segmentation","Hypoxic ischemic encephalopathy (HIE) is a brain injury that occurs in 1 ~ 5/1000 term-born neonates. HIE affects around 200,000 term-born neonates every year worldwide, costing about $2 billion/year in the US alone, let alone family burdens. Although therapeutic hypothermia can reduce mortality and morbidity, yet around 60% of patients still die or develop neurocognitive deficits by 2 years of age. HIE lesion segmentation is a crucial step in clinical care of HIE. It will lead to a more accurate estimation of prognosis, a better understanding of neurological symptoms, and a timely prediction of response to therapy.","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/743/hie.png","https://bonbid-hie2023.grand-challenge.org/","completed","5","","2023-07-01","2023-09-21","2023-11-08 00:42:00","2023-11-16 17:40:00"
"456","panorama","PANORAMA","AI and radiologists at pancreatic cancer diagnosis","The PANORAMA (Pancreatic cancer diagnosis: Radiologists meet AI) study is a new prospectively designed multi-center study with over 1500 cases, established in conjunction with an international, multi-disciplinary scientific advisory board (11 experts in pancreas radiology, AI and pancreatic cancer survivor representative) ⁠—to unify and standardize present-day guidelines and to ensure meaningful validation of pancreas-AI towards clinical translation (Reinke et al., 2022).","https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/746/panorama_logo_square.png","https://panorama.grand-challenge.org/","completed","5","","\N","\N","2023-11-08 00:42:00","2023-11-16 17:40:02"
"457","cameo-3d","CAMEO-3D","Protein structure prediction quality assessment","Cameo Continuously Applies Quality Assessment Criteria Established By The Protein Structure Prediction Community. Since The Accuracy Requirements For Different Scientific Applications Vary, There Is No ""One Fits All"" Score. Cameo Therefore Offers A Variety Of Scores - Assessing Different Aspects Of A Prediction (Coverage, Local Accuracy, Completeness, Etc.) To Reflect These Requirements.","","https://www.cameo3d.org/modeling/3-months/","active","18","","2023-11-04","\N","2023-11-11 01:29:20","2023-11-16 22:41:57"
"458","cameo-qe-model-quality-estimation","CAMEO-QE: Model Quality Estimation","Protein structure prediction quality assessment","Cameo Continuously Applies Quality Assessment Criteria Established By The Protein Structure Prediction Community. Since The Accuracy Requirements For Different Scientific Applications Vary, There Is No ""One Fits All"" Score. Cameo Therefore Offers A Variety Of Scores - Assessing Different Aspects Of A Prediction (Coverage, Local Accuracy, Completeness, Etc.) To Reflect These Requirements.","","https://www.cameo3d.org/quality-estimation/","active","18","","2023-11-04","\N","2023-11-11 01:29:20","2023-11-16 22:41:57"
"459","cameo-3d-modeling-of-structures-and-complexes-beta","CAMEO-3D: Modeling of Structures & Complexes - BETA","Protein structure prediction quality assessment","Cameo Continuously Applies Quality Assessment Criteria Established By The Protein Structure Prediction Community. Since The Accuracy Requirements For Different Scientific Applications Vary, There Is No ""One Fits All"" Score. Cameo Therefore Offers A Variety Of Scores - Assessing Different Aspects Of A Prediction (Coverage, Local Accuracy, Completeness, Etc.) To Reflect These Requirements.","","https://beta.cameo3d.org/complete-modeling/","active","18","","2023-11-04","\N","2023-11-11 01:29:20","2023-11-16 22:41:58"
"460","pegs-dream-challenge","PEGS DREAM Challenge","","","","https://www.synapse.org/pegs","upcoming","1","","\N","\N","2023-11-13 22:48:02","2023-11-16 16:20:18"
"461","fda-data-centric-challenge","FDA Data-Centric Challenge","","The Food and Drug Administration (FDA) - Center for Devices and Radiological Health (CDRH), Sage Bionetworks, and precisionFDA call on the scientific, industry, and data science communities to develop methods to augment the training data and improve the robustness of a baseline artificial intelligence/machine learning (AI/ML)-based software as a medical device (SaMD).","","https://www.synapse.org/fda_data_centric","upcoming","1","","\N","\N","2023-11-13 22:49:41","2023-12-12 19:02:40"
"462","ai-institute-for-dynamic-systems","AI Institute for Dynamic Systems","","","","https://www.synapse.org/#!Synapse:syn52052735","upcoming","1","","\N","\N","2023-11-13 22:51:53","2023-11-17 0:13:33"
"463","competition-nih-alzheimers-adrd-1","PREPARE Phase 1 - Find IT!","Help NIH break new ground in early Alzheimer's prediction and related dementias","The goal of the PREPARE Challenge (Pioneering Research for Early Prediction of Alzheimer's and Related Dementias EUREKA Challenge) is to inform novel approaches to early detection that might ultimately lead to more accurate tests, tools, and methodologies for clinical and research purposes. Advances in artificial intelligence (AI), machine learning (ML), and computing ecosystems increase possibilities of intelligent data collection and analysis, including better algorithms and methods that could be leveraged for the prediction of biological, psychological (cognitive), socio-behavioral, functional, and clinical changes related to AD/ADRD.  This first phase, Find IT!: Data for Early Prediction, is focused on finding, curating, or contributing data to create representative and open datasets that can be used for the early prediction of AD/ADRD.","","https://www.drivendata.org/competitions/253/competition-nih-alzheimers-adrd-1/","active","19","","2023-09-01","2024-01-31","2023-11-16 21:57:03","2023-12-06 7:15:18"
"464","prepare-phase-2-build-it","PREPARE Phase 2 - Build IT!","Help NIH break new ground in early Alzheimer's prediction and related dementias","The goal of the PREPARE Challenge (Pioneering Research for Early Prediction of Alzheimer's and Related Dementias EUREKA Challenge) is to inform novel approaches to early detection that might ultimately lead to more accurate tests, tools, and methodologies for clinical and research purposes. Advances in artificial intelligence (AI), machine learning (ML), and computing ecosystems increase possibilities of intelligent data collection and analysis, including better algorithms and methods that could be leveraged for the prediction of biological, psychological (cognitive), socio-behavioral, functional, and clinical changes related to AD/ADRD.  This second phase, Build IT!: Algorithms and Approaches, is focused on advancing algorithms and analytic approaches for early prediction of AD/ADRD, with an emphasis on explainability of predictions.","","","upcoming","19","","2024-09-01","\N","2023-11-17 00:09:25","2023-12-06 7:18:18"
"465","prepare-phase-3-put-it-all-together","PREPARE Phase 3 - Put IT All Together!","Help NIH break new ground in early Alzheimer's prediction and related dementias","The goal of the PREPARE Challenge (Pioneering Research for Early Prediction of Alzheimer's and Related Dementias EUREKA Challenge) is to inform novel approaches to early detection that might ultimately lead to more accurate tests, tools, and methodologies for clinical and research purposes. Advances in artificial intelligence (AI), machine learning (ML), and computing ecosystems increase possibilities of intelligent data collection and analysis, including better algorithms and methods that could be leveraged for the prediction of biological, psychological (cognitive), socio-behavioral, functional, and clinical changes related to AD/ADRD.  This third phase, Put IT All Together!: Proof of Principle Demonstration, is for the top solvers from Phase 2 demonstrate algorithmic approaches on diverse datasets and share their results at an innovation event.","","","upcoming","19","","2025-03-01","\N","2023-11-17 00:09:26","2023-12-06 7:18:08"
"466","cdc-fall-narratives","Unsupervised Wisdom: Explore Medical Narratives on Older Adult Falls","Extract insights about older adult falls from emergency department narratives","Falls among adults 65 and older is the leading cause of injury-related deaths. Falls can also result in serious injuries to the head and/or broken bones. Some risk factors associated with falls can be reduced through appropriate interventions like treating vision problems, exercising for strength and balance, and removing tripping hazards in your home.  Medical record narratives are a rich yet under-explored source of potential insights about how, when, and why people fall. However, narrative data sources can be difficult to work with, often requiring carefully designed, time-intensive manual coding procedures. Modern machine learning approaches to working with narrative data have the potential to effectively extract insights about older adult falls from narrative medical record data at scale.  The goal in this challenge is to identify effective methods of using unsupervised machine learning to extract insights about older adult falls from emergency department narratives. Insights...","https://drivendata-public-assets.s3.amazonaws.com/cdc-banner-hands.png","https://www.drivendata.org/competitions/217/cdc-fall-narratives/","completed","19","","\N","2023-10-06","2023-12-06 06:56:06","2023-12-06 7:21:14"
"467","visiomel-melanoma","VisioMel Challenge: Predicting Melanoma Relapse","Use digitized microscopic slides to predict the likelihood of melanoma relapse","Melanoma is a cancer of the skin which develops from cells responsible for skin pigmentation. In 2020, over 325,000 people were diagnosed with skin melanoma, with 57,000 deaths in the same year.1 Melanomas represent 10% of all skin cancers and are the most dangerous due to high likelihood of metastasizing (spreading).  Patients are initially diagnosed with melanoma after a pathologist examines a portion of the cancerous tissue under a microscope. At this stage, the pathologist assesses the risk of relapse—a return of cancerous cells after the melanoma has been treated—based on information such as the thickness of the tumor and the presence of an ulceration. Combined with factors such as age, sex, and medical history of the patient, these microscopic observations can help a dermatologist assess the severity of the disease and determine appropriate surgical and medical treatment. Preventative treatments can be administered to patients with high likelihood for relapse. However, these...","https://drivendata-public-assets.s3.amazonaws.com/visiomel_banner_img.jpeg","https://www.drivendata.org/competitions/1481/visiomel-melanoma/","completed","19","","\N","2023-05-11","2023-12-06 07:35:00","2023-12-06 7:52:55"
"468","competition-cervical-biopsy","TissueNet: Detect Lesions in Cervical Biopsies","Detect the most severe epithelial lesions of the uterine cervix","A biopsy is a sample of tissue examined at a microscopic level to diagnose cancer or signs of pre-cancer. While most diagnoses are still made with photonic microscopes, digital pathology has developed considerably over the past decade as it has become possible to digitize slides into ""virtual slides"" or ""whole slide images"" (WSIs). These heavy image files contain all the information required to diagnose lesions as malignant or benign.  Making this diagnosis is no easy task. It requires specialized training and careful examination of microscopic tissue. Approaches in machine learning are already able to help analyze WSIs by measuring or counting areas of the image under a pathologist's supervision. In addition, computer vision has shown some potential to classify tumor subtypes, and in time may offer a powerful tool to aid pathologists in making the most accurate diagnoses.  This challenge focuses on epithelial lesions of the uterine cervix, and features a unique collection of thou...","https://s3.amazonaws.com/drivendata-public-assets/sfp_comp_image.jpg","https://www.drivendata.org/competitions/67/competition-cervical-biopsy/","completed","19","","\N","2020-10-29","2023-12-06 07:52:34","2023-12-06 7:58:21"
"469","clog-loss-alzheimers-research","Clog Loss: Advance Alzheimer’s Research with Stall Catchers","Automatically classify which blood vessels are flowing and which are stalled","5.8 million Americans live with Alzheimer’s dementia, including 10% of all seniors 65 and older. Scientists at Cornell have discovered links between “stalls,” or clogged blood vessels in the brain, and Alzheimer’s. Stalls can reduce overall blood flow in the brain by 30%. The ability to prevent or remove stalls may transform how Alzheimer’s disease is treated.  Stall Catchers is a citizen science project that crowdsources the analysis of Alzheimer’s disease research data provided by Cornell University’s Department of Biomedical Engineering. It resolves a pressing analytic bottleneck: for each hour of data collection it would take an entire week to analyze the results in the lab, which means an entire experimental dataset would take 6-12 months to analyze. Today, the Stall Catchers players are collectively analyzing data 5x faster than the lab while exceeding data quality requirements.  The research team has realized there are aspects of this task that are best suited to uniquely h...","","https://www.drivendata.org/competitions/65/clog-loss-alzheimers-research/","completed","19","","\N","2020-08-03","2023-12-06 08:04:52","2023-12-06 8:07:15"
"470","flu-shot-learning","Flu Shot Learning: Predict H1N1 and Seasonal Flu Vaccines","Predict whether people got H1N1 and flu vaccines using information they shared","In this challenge, we will take a look at vaccination, a key public health measure used to fight infectious diseases. Vaccines provide immunization for individuals, and enough immunization in a community can further reduce the spread of diseases through ""herd immunity.""  As of the launch of this competition, vaccines for the COVID-19 virus are still under development and not yet available. The competition will instead revisit the public health response to a different recent major respiratory disease pandemic. Beginning in spring 2009, a pandemic caused by the H1N1 influenza virus, colloquially named ""swine flu,"" swept across the world. Researchers estimate that in the first year, it was responsible for between 151,000 to 575,000 deaths globally.  A vaccine for the H1N1 flu virus became publicly available in October 2009. In late 2009 and early 2010, the United States conducted the National 2009 H1N1 Flu Survey. This phone survey asked respondents whether they had received the H1N1...","https://drivendata-public-assets.s3.amazonaws.com/flu-vaccine.jpg","https://www.drivendata.org/competitions/66/flu-shot-learning/","active","19","","\N","2024-07-30","2023-12-06 08:10:49","2023-12-06 8:14:49"
"471","machine-learning-with-a-heart","Warm Up: Machine Learning with a Heart","Predict the presence or absence of heart disease in patients","We've all got to start somewhere. This is one of the smallest datasets on DrivenData. That makes it a great place to dive into the world of data science competitions. Get your heart thumping and try your hand at predicting heart disease.","","https://www.drivendata.org/competitions/54/machine-learning-with-a-heart/","completed","19","","\N","2019-10-30","2023-12-06 08:19:47","2023-12-06 8:21:53"
"472","dengai-predicting-disease-spread","DengAI: Predicting Disease Spread","Predict the number of dengue fever cases reported each week in 2 regions","Using environmental data collected by various U.S. Federal Government agencies—from the Centers for Disease Control and Prevention to the National Oceanic and Atmospheric Administration in the U.S. Department of Commerce—can you predict the number of dengue fever cases reported each week in San Juan, Puerto Rico and Iquitos, Peru?  This is an intermediate-level practice competition. Your task is to predict the number of dengue cases each week (in each location) based on environmental variables describing changes in temperature, precipitation, vegetation, and more.  An understanding of the relationship between climate and dengue dynamics can improve research initiatives and resource allocation to help fight life-threatening pandemics.","","https://www.drivendata.org/competitions/44/dengai-predicting-disease-spread/","active","19","","\N","2024-10-05","2023-12-06 08:28:42","2023-12-06 8:30:39"
"473","senior-data-science-safe-aging-with-sphere","Senior Data Science: Safe Aging with SPHERE","Predict actual activity from sensor data in seniors","This challenge is part of a large research project which centers around using sensors and algorithms to help older people live safely at home while maintaining their privacy and independence. Using passive, automated monitoring, the ultimate goal is to look out for a person's well-being without being burdensome or intrusive.  To gather data, researchers in the SPHERE Inter-disciplinary Research Collaboration (IRC) equipped volunteers with accelerometers similar to those found in cell phones or fitness wearables, and then had the subjects go about normal activities of daily living in a home-like environment that was also equipped with motion detectors. After gathering a robust set of sensor data, they had multiple annotators use camera footage to establish the ground truth, labeling chunks of sensor data as one of twenty specifically chosen activities (e.g. walk, sit, stand-to-bend, ascend stairs, descend stairs, etc).  Your challenge: help push forward the state of the art by pred...","","https://www.drivendata.org/competitions/42/senior-data-science-safe-aging-with-sphere/","completed","19","","\N","2016-07-31","2023-12-06 08:35:31","2023-12-06 8:44:36"
